REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
EU27,EUEFTHY2LCFC,EUTHY2,1,1.446651591,1.446651591,1.446651591,1.440451655,1.43425172,1.428051785,1.421851849,1.415651914,1.409451979,1.403252043,1.397052108,1.390852172,1.384652237,1.378452302,1.372252366,1.366052431,1.359852495,1.35365256,1.347452625,1.341252689,1.335052754,1.328852818,1.322652883,1.316452948,1.310253012,1.304053077,1.297853142,1.291653206,1.285453271,1.279253335,1.2730534,1.266853465,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529,1.260653529
EU27,EUEFTDSLHD00,EUTDSB,1,9.696300216,9.710789137,9.665516378,10.27626518,9.643388954,9.556755365,9.470121776,9.383488187,9.300677376,9.217866565,9.135055753,9.052244942,8.969434131,8.92251669,8.875599249,8.828681808,8.781764367,8.734846926,8.687929485,8.641012044,8.594094603,8.547177162,8.500259721,8.45334228,8.40642484,8.359507399,8.312589958,8.265672517,8.218755076,8.171837635,8.124920194,8.078002753,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312,8.031085312
EU27,EUEFTNGSHD00,EUTNGS,1,8.606027419,9.797170575,10.39732812,12.23289265,9.561590105,9.475691375,9.389792645,9.303893914,9.221785535,9.139677157,9.057568778,8.975460399,8.89335202,8.84683255,8.800313081,8.753793611,8.707274142,8.660754672,8.614235203,8.567715733,8.521196263,8.474676794,8.428157324,8.381637855,8.335118385,8.288598916,8.242079446,8.195559976,8.149040507,8.102521037,8.056001568,8.009482098,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629,7.962962629
EU27,EUEFTDSLHDHB,EUTDSB,1,8.341598767,8.354063394,8.315115838,8.919248773,8.445139369,8.445139369,8.445139369,8.445139369,8.445139369,8.445139369,8.445139369,8.445139369,8.445139369,8.398221928,8.351304487,8.304387046,8.257469605,8.210552164,8.163634723,8.116717282,8.069799841,8.0228824,7.975964959,7.929047518,7.882130077,7.835212636,7.788295195,7.741377754,7.694460314,7.647542873,7.600625432,7.553707991,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055,7.50679055
EU27,EUEFTELCHDBT,EUTELC,1,2.122812162,2.235652708,2.170609643,2.222058606,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577,2.428386577
EU27,EUEFTHY2HDFC,EUTHY2,1,4.32,4.32,4.32,4.306925327,4.293850653,4.28077598,4.267701307,4.254626634,4.24155196,4.228477287,4.215402614,4.202327941,4.189253267,4.176178594,4.163103921,4.150029247,4.136954574,4.123879901,4.110805228,4.097730554,4.084655881,4.071581208,4.058506535,4.045431861,4.032357188,4.019282515,4.006207842,3.993133168,3.980058495,3.966983822,3.953909148,3.940834475,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802,3.927759802
EU27,EUEPTDSLRL00,EUTDSB,1,0.465220124,0.465220124,0.465220124,0.462894024,0.460567923,0.458241823,0.455915722,0.453589621,0.451263521,0.44893742,0.446611319,0.444285219,0.441959118,0.439633018,0.437306917,0.434980816,0.432654716,0.430328615,0.428002514,0.425676414,0.423350313,0.421024213,0.418698112,0.416372011,0.414045911,0.41171981,0.40939371,0.407067609,0.404741508,0.402415408,0.400089307,0.397763206,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106,0.395437106
EU27,EUEPTELCRL00,EUEFEL,1,0.290152643,0.290152643,0.290152643,0.288121574,0.286090506,0.284059437,0.282028369,0.2799973,0.277966232,0.275935163,0.273904095,0.271873026,0.269841958,0.268391195,0.266940432,0.265489668,0.264038905,0.262588142,0.261137379,0.259686615,0.258235852,0.256785089,0.255334326,0.253013105,0.250691884,0.248370662,0.246049441,0.24372822,0.241406999,0.239085778,0.236764557,0.234443336,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114,0.232122114
EU27,EUEFTDSLRL00,EUTDSB,1,0.911092729,0.911092729,0.911092729,0.906537265,0.901981802,0.897426338,0.892870874,0.888315411,0.883759947,0.879204483,0.87464902,0.870093556,0.865538092,0.859160443,0.852782794,0.846405145,0.840027496,0.833649847,0.827272198,0.820894549,0.8145169,0.80813925,0.801761601,0.79447286,0.787184118,0.779895376,0.772606634,0.765317892,0.75802915,0.750740409,0.743451667,0.736162925,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183,0.728874183
EU27,EUEFTELCRL00,EUEFEL,1,0.288884499,0.288884499,0.288884499,0.286862308,0.284840116,0.282817925,0.280795733,0.278773542,0.27675135,0.274729159,0.272706967,0.270684776,0.268662584,0.267218162,0.265773739,0.264329317,0.262884894,0.261440472,0.259996049,0.258551627,0.257107204,0.255662782,0.254218359,0.251907283,0.249596207,0.247285131,0.244974055,0.242662979,0.240351903,0.238040827,0.235729751,0.233418675,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599,0.231107599
EU27,EUEAVKRS0000,EUEKRS,1,0.156426754,0.156426754,0.156426754,0.156043593,0.155660432,0.155277271,0.15489411,0.154510949,0.154127788,0.153744627,0.153361466,0.152978306,0.152595145,0.151500157,0.15040517,0.149310183,0.148215196,0.147120208,0.146025221,0.144930234,0.143835246,0.142740259,0.141645272,0.140550285,0.139455297,0.13836031,0.137265323,0.136170335,0.135075348,0.133980361,0.132885374,0.131790386,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399,0.130695399
EU27,EUEAVELC0000,EUTELC,1,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856,0.089856
EU27,EUEAVHY20000,EUTHY2,1,0.111062995,0.111062995,0.111062995,0.111062995,0.111062995,0.111062995,0.111062995,0.111062995,0.111062995,0.111062995,0.111062995,0.111062995,0.111062995,0.11084536,0.110627724,0.110410089,0.110192454,0.109974818,0.109757183,0.109539547,0.109321912,0.109104277,0.108886641,0.108264688,0.107642736,0.107020783,0.10639883,0.105776877,0.105154925,0.104532972,0.103911019,0.103289066,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113,0.102667113
EU27,EUEBDOILBR00,EUBOIL,1,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787
EU27,EUEBDNGSBR00,EUBNGS,1,1.149425287,1.149425287,1.149425287,1.149425287,1.136363636,1.111111111,1.098901099,1.086956522,1.063829787,1.052631579,1.041666667,1.020408163,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101
EU27,EUEBDCOABR00,EUBCOA,1,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333,1.333333333
EU27,EUEBDBIOBR00,EUBBIO,1,1.388888889,1.388888889,1.388888889,1.388888889,1.369863014,1.369863014,1.351351351,1.351351351,1.333333333,1.333333333,1.315789474,1.315789474,1.298701299,1.298701299,1.298701299,1.298701299,1.298701299,1.282051282,1.282051282,1.282051282,1.282051282,1.282051282,1.282051282,1.282051282,1.282051282,1.282051282,1.282051282,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785
EU27,EUEBDELCFC00,EUEFEL,1,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101
EU27,EUEBDELCHP00,EUEFEL,1,0.420168067,0.420168067,0.420168067,0.420168067,0.409836066,0.398406375,0.389105058,0.380228137,0.37037037,0.362318841,0.354609929,0.346020761,0.338983051,0.334448161,0.330033003,0.325732899,0.321543408,0.317460317,0.313479624,0.309597523,0.305810398,0.302114804,0.298507463,0.294985251,0.29154519,0.288184438,0.284900285,0.281690141,0.278551532,0.275482094,0.272479564,0.269541779,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667,0.266666667
EU27,EUEBDSTHRP00,EUESTH,1,1.724137931,1.724137931,1.724137931,1.724137931,1.724137931,1.694915254,1.694915254,1.694915254,1.666666667,1.666666667,1.639344262,1.639344262,1.639344262,1.639344262,1.639344262,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587
EU27,EUEBDHEADH00,EUEHEA,1,1.113224291,1.108598122,1.109446501,1.127621606,1.132148755,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851,1.118122851
EU27,EUEBDELCHP00,EUEFEL,2,0.374719039,0.376234089,0.376619218,0.377330647,0.36803698,0.359190115,0.350758588,0.34271382,0.335029798,0.327682788,0.320651095,0.313914845,0.307455803,0.304018363,0.300656935,0.297369028,0.294152253,0.291004329,0.287923067,0.284906373,0.281952237,0.279058735,0.276224018,0.273446312,0.270723916,0.268055193,0.265438571,0.26287254,0.260355646,0.257886491,0.255463731,0.253086068,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257,0.250752257
EU27,EUEBDLPGSV00,EUBLPG,1,2.380952381,2.380952381,2.380952381,2.380952381,2.380952381,2.380952381,2.325581395,2.325581395,2.325581395,2.325581395,2.325581395,2.325581395,2.272727273,2.272727273,2.272727273,2.272727273,2.272727273,2.272727273,2.272727273,2.272727273,2.272727273,2.272727273,2.222222222,2.222222222,2.222222222,2.222222222,2.222222222,2.222222222,2.222222222,2.222222222,2.222222222,2.222222222,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043
EU27,EUEBDNGSSV00,EUBNGS,1,2.380952381,2.380952381,2.380952381,2.380952381,2.380952381,2.380952381,2.325581395,2.325581395,2.325581395,2.325581395,2.325581395,2.325581395,2.272727273,2.272727273,2.272727273,2.272727273,2.272727273,2.272727273,2.272727273,2.272727273,2.272727273,2.272727273,2.222222222,2.222222222,2.222222222,2.222222222,2.222222222,2.222222222,2.222222222,2.222222222,2.222222222,2.222222222,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043,2.173913043
EU27,EUEBDELCSV00,EUEFEL,1,1.265822785,1.265822785,1.265822785,1.265822785,1.265822785,1.25,1.25,1.25,1.234567901,1.234567901,1.234567901,1.219512195,1.219512195,1.219512195,1.204819277,1.204819277,1.204819277,1.204819277,1.19047619,1.19047619,1.19047619,1.19047619,1.176470588,1.176470588,1.176470588,1.176470588,1.176470588,1.162790698,1.162790698,1.162790698,1.162790698,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287
EU27,EUEBDELCAP00,EUEFEL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EU27,EUEINOILFC0I,EUIOIL,1,1.162568389,1.162568389,1.162568389,1.149229778,1.136193774,1.123450194,1.110989309,1.098801814,1.086878809,1.075211779,1.063792566,1.052613358,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667
EU27,EUEINCOAFC0I,EUICOA,1,1.212585901,1.212585901,1.212585901,1.198731084,1.185189296,1.171950047,1.15900331,1.146339498,1.133949436,1.121824343,1.109955809,1.098335777,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522
EU27,EUEINCOAFCCI,EUICOA,1,1.402052448,1.402052448,1.402052448,1.383582139,1.365544189,1.34792397,1.330707505,1.313881425,1.297432944,1.281349823,1.265620344,1.250233278,1.235177866,1.23144621,1.227737035,1.224050137,1.220385316,1.216742375,1.213121118,1.209521352,1.205942887,1.202385533,1.198849105,1.195333418,1.191838291,1.188363544,1.184908999,1.18147448,1.178059814,1.174664829,1.171289355,1.167933225,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273
EU27,EUEINNGSFC0I,EUINGS,1,1.118483755,1.118483755,1.118483755,1.107835892,1.097388851,1.087137003,1.077074929,1.067197407,1.057499406,1.047976076,1.03862274,1.029434887,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163
EU27,EUEINNGSFCCI,EUINGS,1,1.487996522,1.487996522,1.487996522,1.465965565,1.444459645,1.423461775,1.40295566,1.382925661,1.363356766,1.344234559,1.325545188,1.307275346,1.289412237,1.286900285,1.284406683,1.281931231,1.279473731,1.277033989,1.274611813,1.272207014,1.269819406,1.267448804,1.265095029,1.262396236,1.259708933,1.257033047,1.254368506,1.251715236,1.249073168,1.246442229,1.24382235,1.241213462,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494
EU27,EUEINBIOFC0I,EUIBIO,1,1.224663196,1.224663196,1.224663196,1.212274133,1.200133223,1.188233083,1.176566623,1.165127025,1.153907736,1.142902453,1.132105111,1.121509871,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111
EU27,EUEINELCFC0I,EUEFEL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EU27,EUEINHY2FC0I,EUIHY2,1,1.118483755,1.118483755,1.118483755,1.107835892,1.097388851,1.087137003,1.077074929,1.067197407,1.057499406,1.047976076,1.03862274,1.029434887,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163
EU27,EUEINSTH000I,EUESTH,1,1.724137931,1.724137931,1.724137931,1.724137931,1.724137931,1.694915254,1.694915254,1.694915254,1.666666667,1.666666667,1.639344262,1.639344262,1.639344262,1.639344262,1.639344262,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.612903226,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587,1.587301587
EU27,EUEINOILFC0C,EUIOIL,1,1.162568389,1.162568389,1.162568389,1.149229778,1.136193774,1.123450194,1.110989309,1.098801814,1.086878809,1.075211779,1.063792566,1.052613358,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667,1.041666667
EU27,EUEINCOAFC0C,EUICOA,1,1.212585901,1.212585901,1.212585901,1.198731084,1.185189296,1.171950047,1.15900331,1.146339498,1.133949436,1.121824343,1.109955809,1.098335777,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522,1.086956522
EU27,EUEINCOAFCCC,EUICOA,1,1.402052448,1.402052448,1.402052448,1.383582139,1.365544189,1.34792397,1.330707505,1.313881425,1.297432944,1.281349823,1.265620344,1.250233278,1.235177866,1.23144621,1.227737035,1.224050137,1.220385316,1.216742375,1.213121118,1.209521352,1.205942887,1.202385533,1.198849105,1.195333418,1.191838291,1.188363544,1.184908999,1.18147448,1.178059814,1.174664829,1.171289355,1.167933225,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273,1.164596273
EU27,EUEINNGSFC0C,EUINGS,1,1.118483755,1.118483755,1.118483755,1.107835892,1.097388851,1.087137003,1.077074929,1.067197407,1.057499406,1.047976076,1.03862274,1.029434887,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163,1.020408163
EU27,EUEINNGSFCCC,EUINGS,1,1.487996522,1.487996522,1.487996522,1.465965565,1.444459645,1.423461775,1.40295566,1.382925661,1.363356766,1.344234559,1.325545188,1.307275346,1.289412237,1.286900285,1.284406683,1.281931231,1.279473731,1.277033989,1.274611813,1.272207014,1.269819406,1.267448804,1.265095029,1.262396236,1.259708933,1.257033047,1.254368506,1.251715236,1.249073168,1.246442229,1.24382235,1.241213462,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494,1.238615494
EU27,EUEINBIOFC0C,EUIBIO,1,1.224663196,1.224663196,1.224663196,1.212274133,1.200133223,1.188233083,1.176566623,1.165127025,1.153907736,1.142902453,1.132105111,1.121509871,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111,1.111111111
EU27,EUEINELCFC0C,EUEFEL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
